Grootteorde anomalie(ën);Anomalie(ën) gedetecteerd;Holte (m);Opgeruimd door firma;Opgeruimd tot op;Code;Bouwjaar;Afgedregde diepte (m);Afgedregd op;Easting;Northing;Wrak Type;Gevonden door;Gevonden op;Tonnenmaat bruto;Kroniek;Lengte (m);Breedte (m);Naam bevestigd;Beschermd als War Grave (GB);Materiaal;Diepte ondiepste punt (m, t.o.v. LAT);Recentste magnetometriemeting op;Recentste multibeammeting absolute hoogte (m);Recentste multibeammeting strekking (°);Recentste multibeammeting op;Recentste multibeammeting lengte (m);Recentste multibeammeting coördinaten ondiepste punt (lat-long);Recentste multibeammeting ondiepste punt (m, tov LAT);Recentste multibeammeting min. diepte omringende bodem (m, tov LAT);Recentste multibeammeting breedte (m);Recentste Berichten aan Zeevarenden;Recentste side scan sonarmeting strekking (°);Recentste side scan sonarmeting op;Recentste side scan sonarmeting lengte (m);Recentste side scan sonarmeting breedte (m);Recentste multibeammeting;Naam;Vlaggenstaat;Oude benamingen;Eigenaar;Beschermd als cultureel erfgoed onder water;Toestand;Geborgen op;Werf;Teken op kaart;Staat;Gezonken tijdens oorlogsdienst;Gezonken op;Type;Heeft Historische Beelden;Heeft Sounding Beelden;Heeft Pointcloud;
;;3.8;;;BE-125-236-01;1947.0;21.6;26/10/1987;472583.1;5697192.5;Wrak;;;365.0;"Op woensdag 21 februari 1951 verliet de Duc de Normandie de haven van Fécamp om in de omgeving van Utsire in Noorwegen te gaan vissen. Het zou ook nog een tussenstop maken in Zeebrugge om te bunkeren, aangezien de brandstofprijzen in België lager waren.
Uitgezonderd een kleine hoeveelheid zout was het schip zo goed als leeg. Hierdoor had het schip weinig stabiliteit toen het ter hoogte van de Westhinder in zwaar stormweer terecht kwam.
Een enorme grondzee deed het schip in enkele seconden kapseizen. 
Enkel de 2 opvarenden die zich ten tijde van het kapseizen op de brug bevonden konden worden gered. De andere 22 maakten geen schijn van kans.";42.0;8.2;Ja;Neen;Staal;23.0;;7.8;343.1;21/03/2024;41.9;472587   5697184;23.0;30.8;5.6;1997 / 05-069;;;;;;F1040 DUC DE NORMANDIE;Frankrijk;;Armement A. Ledun, Fécamp, FR;;Het schip ligt op zijn stuurboordzijde en is goed intact.;;Béliard, Crighton & Cie, Oostende, BE;21,0 Wk_;Intact;Neen;21/02/1951;Treiler;1.0;1.0;1.0;
;;5.4;;;BE-136-222-01;1920.0;;;457084.0;5717195.8;Wrak;;;1882.0;"De Medée werd gebruikt bij de landing in Normandië als troepentransport. Het overleefde de oorlog en ging terug naar de oorspronkelijke eigenaar.
Op 12 juli 1955 was SS Medée onderweg van Dordrecht naar Caen. Op 7,5 mijl ten noordoosten van het lichtschip Noordhinder kwam het in aanvaring met het Britse motorschip SS Steyning. 
De Medée liep zware schade op onder de waterlijn, kapseisde en verging. 
De voltallige bemanning kon door de Steyning worden afgezet in Dover.";87.0;12.8;Ja;Neen;Staal;30.9;;5.1;110.8;28/09/2017;89.0;;30.9;36.0;17.4;1982 / 16-116;;;;;;SS MEDÉE;Frankrijk;SS FRANÇAISE;Sociéte Navale Caennaise, FR;;Door zijn grote afmetingen en ligging in het tweede scheepvaartpas vormde het wrak van de Medée een hindernis. Hierdoor werd het wrak in 1982 met explosieven afgevlakt. ;;Blyth Shipbuilding & Drydock Co. Ltd., Blyth, UK;28,5 Wk_;Enkele fragmenten;Neen;12/07/1955;Vrachtschip;1.0;1.0;1.0;
;;;;;BE-124-232-01;;17.7;03/07/1987;468598.0;5695401.0;Wrak;;;;Identiteit en nationaliteit blijven tot op heden onbekend. Wel gaat het hier om een stoomschip, daterend uit het interbellum (ongeveer).;;;Neen;Neen;Staal;18.9;;;39.9;04/05/2022;33.3;"468601; 5695411";18.9;;16.2;1997 / 05-069;;;;;;onbekend;;;;;;;;17,6 Wk_;Enkele fragmenten;;;;0.0;1.0;0.0;
;;;;;BE-114-255-02;;;;494942.8;5676856.1;Wrak;;;;;;;Neen;Neen;Beton;1.4;;0.0;39.9;26/02/2026;8.2;495000   5676842;1.4;1.4;5.2;1985 / 10-084;;;;;;flakplatform;Duitsland;;Kriegsmarine, DE;;Volledig verdwenen onder de rotsblokken van de nieuwe oostelijke havenmuur van Oostende.;;;geen;Verzand, geen zichtbare resten;;;;;;;
;;;;;BE-118-254-01;1943.0;6.5;;493749.3;5683972.4;Wrak;;;2466.0;"O.807 was op 9 november 1977, samen met O.23, O.142 en O.552, gaan vissen tussen de Oostendebank en Wenduinebank. De wind liep die dag op tot een storm van kracht 9, en door de regenvlagen was ook de zichtbaarheid beperkt. Rond de middag werd hierom beslist terug te varen naar Oostende. 
O.807 kapseisde echter, en verdween met het voorschip eerst onder water. Ondanks de onmiddellijke aanwezigheid van de anders vissersschepen, en later ook de Zeemeeuw, Zeearend, de loodsboottender, de Paster Pype en een helikopter werden de 3 opvarenden niet gevonden.";;;Ja;Neen;Hout;7.6;;0.2;45.0;19/03/2024;11.9;493747   5683972;7.6;7.8;4.9;2006 / 15-169;;;;;;O.807 MAURICE;België;N.150 SUZETTE, N.807 SUZETTE, N.807 DON BOSCO, O.807 PASCAL;Roger Pinchet, Oostende, BE;;;;J. Provoost, Nieuwpoort, BE;6,4 Wk_;Enkele fragmenten;Neen;09/11/1977;Vissersboot;;;;
;;;;;BE-110-240-01;;;;476871.4;5668976.4;Wrak;;;;;;;Neen;Neen;;9.7;;;;20/02/2025;;;9.7;;;;;;;;;onbekend;;;;;Een kleine concentratie ijzer werd ontdekt bij magnetometrisch onderzoek. ;;;geen;Verzand, geen zichtbare resten;;;;0.0;1.0;1.0;
;;2.4;Ackermans & Van Haaren;bodem;BE-121-259-02;1923.0;;;498862.7;5690477.0;Wrak;;;254.0;"Het Lichtschip nr. 4 werd in 1924 gestationeerd in het Wandelaargebied en deed daar dienst tot 17 mei 1940, wanneer het op sleep genomen werd richting Frankrijk om te vermijden dat het in Duitse handen zou terecht komen.
Ter hoogte van Mariakerke loste de sleep en strandde het schip. De Duitsers brachten het schip terug vlot en lieten de nodige herstellingen uitvoeren bij Beliard & Crighton. Het schip werd van bewapening voorzien en teruggelegd in de zelfde positie onder de naam ""ZEPHYR"".Tenslotte is het schip door een luchtaanval in februari 1941 tot zinken gebracht.  De positie volgens de Belgische Zeemacht is 51 22 00 N - 02 58 55 E. Het wrak werd met explosieven bewerkt en  opgeruimd tot omringende bodem.";36.0;7.1;Ja;Neen;Staal;10.1;;0.2;37.3;06/03/2024;4.0;498825     5690429;10.1;10.3;4.0;1961 / 22-158;;;;;;WANDELAAR (lichtschip nr.4);Duitsland;;Kriegsmarine, DE;;"De identificatie als lichtschip kon gebeuren door het groot centraal kluisgat met ankerketting in het midden van de boeg.
Het wrak werd door middel van springstof genivelleerd en geborgen. ";05/05/1963;Beliard-Creighton, Antwerpen, BE;#;Geborgen;WO II;01/02/1942;Lichtschip;;;;
;;3.3;;;BE-128-241-01;1927.0;21.2;26/07/1987;478402.9;5703504.5;Wrak;;;292.0;"Vorpostenboot V-1302 nam op 12 februari 1942 deel aan operatie Cerberus, waar het als begeleidende schip diende.
V-1302 en V-1303 ankerden en wachten de komst af van de te begeleiden zware kruisers (die in totaal door 200 schepen begeleid werden).
Om 14u43 passeerden de drie kruisers ten zuiden van de geankerde Vorpostenboote. Om 14u50 weerklonk zwaar geschut en luchtafweer op alle schepen. Ze werden onder vuur genomen door talrijke Britse jachtvliegtuigen en bommenwerpers. 
Om 15u53, na zelf een bommewerper neer te halen, werd de V-1302 doorzeefd. Ook twee bommen vielen op hem neer. 
Het was deze laatste treffer die de V-1302 fataal werd. De achtersteven zonk een halve minuut later met een slagzij naar stuurboord.
De voorsteven bleef nog even drijven en kanonniers daar hielden pas op met vuren toen het opkomende water het machinegeweer uitschakelde.";45.0;7.4;Ja;Neen;Staal;23.6;;3.9;284.0;01/12/2023;44.2;;23.6;27.9;9.2;1987 / 24-155;;;;;;vorpostenboot V-1302;Duitsland;SD 131 JOHN MAHN, BX 221 JOHN MAHN;Kriegsmarine, DE;;;;Reiherstieg Schiffswerfte & Maschinenfabrik AG, Hamburg, DE;24.00 Wk;Scheepsvorm goed herkenbaar;WO II;12/02/1942;Treiler;;;;
;;4.0;Van den Tak;bodem;BE-115-253-01;1949.0;;;491960.8;5679331.1;Wrak;;;394.0;De Duitse stoomtreilers Meersburg en Anton Hammerbach kwamen in aanvaring ter hoogte van het lichtschip Noordhinder. Anton Hammerbacher was geraakt ter hoogte van het visruim. Hij werd nog op sleeptouw genomen door de Meersburg, maar de schade was te groot en Anton Hammerbach verging op 2 mijl voor de haven van Oostende.;43.9;7.6;Ja;Neen;Staal;9.4;;;;20/03/2024;;;9.4;9.4;;1960 / 22-157;;;;;;FV ANTON HAMMERBACHER;Duitsland;;Gemeinwirtschaftliche Hochseefischerei Gmbh, Hamburg, DE;;;01/04/1960;Norderwerft Köser und Meyer, Hamburg, DE;#;Geborgen;Neen;23/11/1955;Treiler;;;;
;;;;;BE-121-251-01;;;;489572.0;5690547.0;Wrak;;;;"Het gaat hier mogelijks om een één- of tweepersoonsduikboot, type XXVII (""Hecht""). Dit zijn echter slechts vermoedens.";;;Neen;Neen;;20.1;;0.1;346.0;19/07/2022;9.2;"489572; 5690547";20.1;20.2;1.7;;;22/03/1993;;;;onbekend;;;;;;;;geen;Intact, deels verzand;;;;;;;
;;1.1;;;BE-124-243-01;1942.0;17.3;22/04/1993;481126.0;5695591.4;Wrak;;;350.0;"Dit schip begon zijn loopbaan bij de Amerikaanse 4th LCT Flotilla, en werd ingezet bij de aanval op Normandië op 6 en 7 juni 1944. 
LCT 457 kon succesvol 110 manschappen aan land zetten. 
Na Normandië werd het schip overgedragen aan de Britse Royal Navy waar het op 4 november 1944 werd ingezet tijden Operation Infatuate, de aanval en landingen op Walcheren.
HM LCT(R) 457 liep op een mijn in het Akkaertgebied. De kapitein beval het schip te verlaten, waarna een tweede, zwaardere explosie volgde.
De LCT verging met een groot deel van de bemanning.";34.8;10.0;Ja;Neen;Staal;15.6;;6.4;55.6;06/11/2020;56.8;"481114.97; 5695589.69";15.6;22.0;9.8;1997 / 05-069;;;;;;HM LCT(R) 457;Verenigd Koninkrijk;USS LCT 457;Royal Navy, UK;;;;New York Shipbuilding Corporation, Camden, New York, US;15,6 Wk;Plat maar samenhangend op zeebodem;WO II;05/11/1944;LCT (Landing Craft, Tanks);1.0;1.0;1.0;
;;2.5;;;BE-123-232-01;1955.0;20.0;26/06/1984;467500.9;5692699.9;Wrak;;;298.0;"De Quo Vadis bevond zich op 13 februari 1968 tussen Shoredam en Terneuzen. 
Omstreeks 14 uur kwam het in aanvaring met de veel grotere Griekse tanker Paulos V (16000 ton). 
De Quo Vadis verging.";45.6;8.0;Ja;Neen;Staal;21.0;;2.8;185.4;08/05/2015;45.8;;24.2;27.0;9.2;1997 / 05-069;;;;;;MV QUO VADIS;Duitsland;nvt;Hinrich Buck, Hamburg, DE;;"De Quo Vadis ligt op bakboordzijde in het zand. 
Het vaartuig vertoont enkel schade aan de boeg aan bakboord.";;Büsumer Schiffswerft, Büsum, DE;19,9 Wk_;Intact;Neen;13/02/1968;Vrachtschip;0.0;1.0;1.0;
;;10.6;;;BE-123-303-01;1943.0;5.2;26/04/1988;503458.0;5693342.0;Wrak;;;7276.0;"De Samsip was op 7 december 1944, in konvooi, onderweg van Antwerpen naar de Thames, toen het ter hoogte van boei NF 11 een mijn raakte.
Hierdoor ontstond brand. Het schip geraakte stuurloos en liep vast op een zandbank.
SS Samsip was verloren en werd met kanonvuur tot zinken gebracht. 
In de brand kwamen 7 opvarenden om het leven.";134.6;17.4;Ja;Neen;Staal;5.4;;6.2;194.4;20/05/2022;79.0;"503453; 5693354";5.4;11.6;19.9;1997 / 05-069;;;;;;SS SAMSIP - voorschip;Verenigd Koninkrijk;SS EDWIN A. ROBINSON;Ministry of War Transport, London, UK;;;;Baltimore Drydock & Shipbuilding Co., Baltimore, US;4.7 Wk_;Gebroken;WO II;07/12/1944;Vrachtschip;1.0;1.0;1.0;
;;11.7;Ackermans & Van Haaren;bodem;BE-123-317-02;1932.0;11.4;;520546.6;5693886.0;Wrak;;;5339.0;"Op 12 december 1944 voer MV Lookout als laatse in het konvooi, toen in de vooravond de zichtbaarheid afnam tot 1,5 mijl.
Het schip vlak voor MV Lookout week plots uit voor een opdoemende wrakboei. De Lookout volgde om zijn voorganger niet uit het oog te verliezen.
De wrakboei reeds 0,5 mijl voorbij gevaren schuurde de MV Lookout over een onbekend obstakel.
Het water stroomde binnen, de motoren werden stilgelegd en al snel maakte de MV Lookout slagzij over stuurboord.
Tegen 8u30 's morgens had het schip een slagzij van 30° gekregen, om 12u30 kapseisde het volledig en verging.";134.4;17.3;Ja;Neen;Staal;8.8;;;;13/02/2023;;;8.8;;;1994 / 19-126;;;;;;MV LOOKOUT;Panama;MV ANNA MAERSK;US Maritime Commission - War Shipping Administration (WSA), Washington, US;;;05/05/1960;Odense Staalskibsvaert - Maersk Line, Kopenhagen, DK;#;Geborgen;WO II;13/12/1944;Vrachtschip;0.0;1.0;0.0;
;;9.2;;;BE-139-232-01;1951.0;6.8;;468026.6;5722189.3;Wrak;;;6974.0;"De Birkenfels verging op 7 april 1966, na aanvaring met de Duitse MV Marie Luise Bolten. 
Alle opvarenden konden worden gered door het aanvarende schip. 
De Birkenfels was geladen met 8750 ton aan onder andere ijzer, meststof en voertuigen.";156.1;18.7;Ja;Neen;Staal;7.9;;31.1;169.8;12/06/2023;161.0;"468027,44; 5722190,59";7.9;39.0;19.8;2004 / 18-131;;;;;;MV BIRKENFELS;Duitsland;;Deutsche Dampfschifffahrts Gesellschaft Hansa, Bremen, DE;Geen cultureel erfgoed;;;AG Weser, Seebeckwerft, Bremerhaven, DE;6,8 Wk_;Intact;Neen;07/04/1966;Vrachtschip;;;;
;;3.4;;;BE-118-252-01;1959.0;1.9;29/09/1981;491705.8;5683230.1;Wrak;;;499.0;"De Nauticus Ena, onderweg van Flixborough naar Gent met een lading van 500 ton staalplaat, werd op 27 september 1974 aangevaren door de veel grotere MV Thuringa.
Na de aanvaring werd de Nauticus Ena onmiddellijk bemand door loods Jozef Ponjaert, die alleen maar kon vaststellen dat het schip niet meer te redden viel.
Er werd nog geprobeerd richting kust te varen om het schip te doen stranden op een zandbank. Het schip geraakte echter zo ver niet meer en verging op de westelijke punt de Wenduinebank.";51.8;8.4;Ja;Neen;Staal;4.4;;4.3;54.7;19/03/2024;54.4;491689   5683218;4.4;9.6;9.5;1981 / 21-069;;;;;;MV NAUTICUS ENA;Panama;MV HEDVIG SONNE, MV MONICA;Nauticus Shipping Ltd., PA;;"De beide zijden van het laadruim werden open geblazen bij de berging van de lading staalplaten in de winter van 1974. 
Het schip is verder intact.";;Gruno Bodewes BV, Foxhol, NL;1,8 Wk_;Intact;Neen;28/09/1974;Vrachtschip;;;;
;;3.4;;;BE-117-236-01;1916.0;;;472557.0;5682158.0;Wrak;;;99000.0;"Op 25 juni 1917 kregen V-68 en G-96 het bevel om twee kleinere torpedoboten dekking te geven bij hun zoektocht naar doelwitboeien in de zone van de Buitenratelbank. 
Op 26 juni, om 1u22, deed er zich een zware ontploffing voor afkomstig van een mijn. G-96 was getroffen in compartimenten 3 en 4, maar ook compartimenten 1 en 2 liepen snel vol water. Ongeveer 8 à 10 minuten na de ontploffing verging G96. 
Vier bemanningsleden lieten het leven.";82.9;8.4;Ja;Neen;Staal;15.5;;2.5;72.7;14/03/2022;74.0;"472538; 5682179";15.5;18.0;8.0;1997 / 20-147;;;;;;torpedoboot G-96;Duitsland;nvt;Keizerlijke marine, DE;Cultureel erfgoed onder beschermingsmaatregelen;"Sommige jaren verplaatst de Buitenratelbank zich overheen het wrak, waardoor deze soms niet zichtbaar is. 
Desondanks is het dek goed intact.";;Friedrich Krupp, Germaniawarft A.G., Kiel, DE;15,3 Wk;Intact, deels verzand;WO I;26/06/1917;Torpedoboot;1.0;1.0;1.0;
;;2.8;Tijdelijke Vereniging van Bergingswerken;bodem;BE-115-241-01;1942.0;;;478827.9;5677731.1;Wrak;;;1625.0;"In de vroege uren van 7 november 1944 voer de HM LST-420 in een enkele lijn samen met HM LST's 405, 367, 320 en 200, van Southend naar Oostende. Het was geladen met vrachtwagen, jeeps, voedselvoorraden, een 100-tal manschappen van de Royal Air Force en kleine eenheden van het Royal Army Medical Corps en het Royal Army Service Corps. In de vorige namiddag bereikte het konvooi de Rede van Oostende. De wind was toegenomen tot een stormachtige kracht 8, waardoor de haven van Oostende gesloten was. Het konvooi maakte rechtsomkeer om te gaan schuilen in het beschut ankergebied, de Small Downs. 
HM LST-420 raakte ter hoogte van de Middelkerkebank een mijn, afkomstig van een Duits mijnenveld, en brak in twee. Beide brandende delen bleven nog een tijd drijven, en dreven uiteen. 55 bemanningsleden en 75 manschappen lieten het leven.";109.0;17.3;Ja;Neen;Staal;10.1;;0.0;;25/08/2022;;;10.1;10.1;;1990 / 24-140;;;;;;HM LST-420 - voorschip;Verenigd Koninkrijk;USS LST-420;Royal Navy, UK;;;13/11/1990;Bethlehem Shipbuilding Corp. Ltd., Quincy, Massachusetts, USA;#;Geborgen;WO II;07/11/1944;LST (Landing Ship, Tanks);1.0;1.0;1.0;
;;7.1;Belgische Zeemacht;;BE-123-317-01;1919.0;;;519871.6;5693636.0;Wrak;;;3108.0;"Het Italiaanse vrachtschip werd op 15 mei 1940 aangevallen door drie Duitse vliegtuigen.
Voordat de Foscolo werd verlaten, werd het bakboordanker uitgeworpen.
Het schip was niet zwaar geraakt en bleef drijven, tot het op 18 mei toch verging.";104.2;14.2;Ja;Neen;Staal;7.9;;;;15/02/2023;;;7.9;;;1971 / 19-132;;;;;;SS FOSCOLO;Italië;SS WAR RIPPLE, SS ROGIER, SS MARINGA;Societa Anonima di Navigazione, Fiume, IT;;;01/05/1952;Whiteinch, Glasgow, UK;#;Geborgen;Neen;18/05/1940;Vrachtschip;1.0;1.0;0.0;
;;2.8;;;BE-122-315-01;1914.0;2.6;;518248.0;5690828.0;Wrak;PASTER PYPE (VH);24/06/1954;140.0;"Dit wrak betreft mogelijks minensuchboot M-3238, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de M-3238. 

De M-3238 was op 17 juni 1944 assistentie aan het bieden aan de M-3242 die een mijn geraakt had. 
Tijdens deze actie raakte ook de M-3238 een mijn en verging. ";30.2;6.6;Neen;Neen;Hout;5.0;;0.8;119.6;26/04/2023;2.5;"518231; 5690840";5.0;5.8;1.7;1976 / 12-096;;;;;;minensuchboot M-3238;Duitsland;KW 107 NEERLANDIA, WILLY, SCH 72 PRINS BERNHARD, M-3416;Kriegsmarine, DE;;;;Gebroeders Boot, Leiderdorp, NL;2,6 Wk_;Enkele fragmenten;WO II;17/06/1944;Mijnenveger;;;;
;;3.7;;;BE-125-306-02;1917.0;6.0;18/06/1985;507256.0;5696603.0;Wrak;;;651.0;"De UB-57 voer op 14 augustus 1918, omstreeks 23 uur, tegen een mijn en verging.
Alle 34 bemanningsleden verloren het leven.";55.3;5.8;Ja;Neen;Staal;6.4;;1.1;46.3;20/05/2022;45.9;"507256; 5696605";6.4;7.5;3.4;1997 / 05-069;;;;;;unterseeboot UB-59;Duitsland;;Keizerlijke Marine, DE;Cultureel erfgoed onder beschermingsmaatregelen;;;AG Weser, Bremen, DE;6,0 Wk_;Intact, deels begraven;WO I;14/08/1918;Duikboot;;;;
;;;;;BE-111-325-01;;;;468473.3;5670611.1;Wrak;TER STREEP (VH);05/11/2018;;;;;Neen;Neen;;8.7;;;102.1;18/02/2025;16.1;468477   5670607;9.0;10.3;5.2;;;;;;;onbekend;;;;;;;;8.7 Wk;Enkele fragmenten;;;;;;;
;;3.9;Ackermans & Van Haaren;1500.0;BE-121-250-02;1903.0;;;488894.0;5689858.0;Wrak;;;613.0;"Op het einde van de Eerste Wereldoorlog, na een hele carrière die eindigde als Duits hospitaalschip, werd de SS Emeraude (toen nog SS Rio Pardo), op 5 oktober 1918 tot zinken gebracht. 
Het wrak werd in 1919 gelicht en kwam in Belgische handen, waarna het in 1920 openbaar verkocht werd. Het voer 20 jaar tussen Oostende, Antwerpen en Tilbury.
In juni 1940 werd het schip overgenomen door het Britse Ministry of War Transport. In de vijf jaar oorlog die het meemaakte kon het mijnen en torpedo's ontwijken, maar werd zwaar beschadigd door de ontploffing van SS Malakand, in de haven van Liverpool.
Het was in de nacht van 1 op 2 juli 1945, toen het onderweg was van Southend naar Gent, dat het schip terecht kwam in een storm met kracht 10. 
Om 3 uur in de morgen was het licht van boei NF 7 zichtbaar. De kapitein wist dat het ondiepe schip van de SS Empire Path zich tussen boei NF 7 en NF 9 bevond, en ging op zoek naar de wrakboei met groen knipperlicht dat hier was aangebracht. 
Om één of andere reden werkte het licht van de wrakboei niet, en toen de uitstekende scheepsmast van de Epire Path plots zichtbaar was, was het al te laat. De Emeraude raakte de bovenbouw van het wrak, en de bodem van het schip scheurde open. 
Enkele minuten later had het schip reeds een slagzij van 20° over bakboord. De meeste opvarenden waren op een reddingsvlot geraakt, en het was van daar dat ze zagen dat het schip plots op zijn zij viel.
Drie mensen kwamen om het leven.
";47.0;8.7;Ja;Neen;Staal;19.1;;1.1;22.0;19/07/2022;54.0;"488884; 5689853";19.1;20.2;14.3;1996 / 15-121;;;;;;SS EMERAUDE;België;SS SAN LORENZO, SS RIO PARDO;John Cockerill Line S.A., Antwerpen, BE;;"De drie wrakken van SS Empire Path, SS Emeraude, en een onbekend vrachtschip vormden een groot obstakel voor het scheepvaartverkeer.
In 1953 voerde de Britten een dregging uit, waardoor een vrije zone ontstond van 12 meter. Hoewel niet erg groot, stond het wrak 8 jaar na vergaan nog 11 meter hoog.In september 1960, toen het schip al 3 meter verder was weggezakt of ingestort, werd de firma Ackermans & Van Haaren ingezet.  In 1963 kon op een week tijd het vlak volledig gedynamiteert en genivelleerd worden.""";20/12/1960;Taylor Craig & Co. Ltd., Stockton-On-Tees, UK;14,9 Wk_;Enkele fragmenten;Neen;02/07/1945;Vrachtschip;;;;
;;;Van Gastel NV;bodem;BE-122-312-04;1923.0;;;514368.0;5692141.0;Wrak;;;3624.0;"Dit wrak betreft mogelijks de B.14 Julia-Denise, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de B.14. 

In de ochtend van 3 augustus 1945 was de B.14 richting Wandelaargebied vertrokken om te vissen. 
Na een uur sloeg het net vast. Met zeer veel moeite kon het worden binnen gehaald. Kort hierna werden 3 achtereenvolgende ontploffingen (van 3 zeemijnen) gevoeld en gehoord. De B.14 werd uit het water geworpen en een vloedgolf overspoelde het dek. 
Er vielen geen gewonden, en iedereen kon overstappen op de B.75 die onmiddellijk ter plaatse was gekomen. ";;;Neen;Neen;Hout;9.6;;;304.1;25/03/2022;44.2;"514390; 5692143";9.6;;25.7;1954 / 25-127;;;;;;B.14 JULIA DENISE;België;21 JULIA-DENISE;Louis Marranes, Blankenberge, BE;;;01/01/1954;;#;Geborgen;Neen;03/08/1945;Vissersboot;;;;
;;1.7;;;BE-131-232-01;1942.0;31.3;12/07/1994;468091.9;5708637.9;Wrak;;;109.0;"Dit wrak betreft mogelijks schnellboot S-87, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de S-87. 

Na twee jaar dienst in Nederland, werd de S-87 overgeplaatst naar Vlaanderen.
Op 19 mei 1944 vertrok het samen met de S64, S-67, S-83, S-117, S-127 en S-133 richting Orford Ness (UK). Daar konden ze 12 UMB- en 16 M1-mijnen leggen.
Nog niet lang op de terugweg werder ze onder vuur genomen door 2 Swordfish-dubbeldekkers. S-87 raakte zwaar beschadigd en brandde. 
S-64 en S-133 kwamen te hulp en namen S-87 op sleeptouw. 
Op 20 mei, 4u36, bevonden ze zich op 30 mijl ten noordwesten van Oostende, toen S-87 verging. ";34.9;5.3;Neen;Neen;Hout en aluminium;32.8;;;;;;;32.8;;;1994 / 19-126;;;;;;schnellboot S-87;Duitsland;nvt;Kriegsmarine, DE;;Resten liggen verspreid en worden regelmatig door de bewegende zandduinen bedekt.;;Fr. Lürssen, Vegesack, DE;30,5 Wk_;Enkele fragmenten;WO II;20/05/1944;Torpedoboot - snelle aanval;0.0;0.0;0.0;
;;;;;BE-123-313-01;;6.2;24/09/1986;515319.1;5693512.3;Wrak;;;;;;;Neen;;;6.8;;2.3;64.6;25/02/2025;71.6;515294  5693534;6.8;9.1;8.1;1986 / 26-143;;;;;;onbekend;;;;;het wrak is nog duidelijk zichtbaar;;;6,2 Wk_;Intact, deels begraven;;;;;;;
;;;;;BE-117-258-01;;;;498221.7;5681982.1;Wrak;;;;;;;Neen;Neen;Staal;5.2;;;;18/03/2024;69.0;;5.2;5.6;;1960 / 11-081;;;;;;onbekend;;;;;In 1996 werden hier vijf kleine wrakresten teruggevonden. Het gaat hier waarschijnlijk om een stalen vaartuig waarop op het einde van de Tweede Wereldoorlog bergingswerken zijn uitgevoerd.;;;geen;Enkele fragmenten;;;;;;;
;;;;;BE-113-250-01;1908.0;;;488892.8;5674084.1;Wrak;TER STREEP (VH);;;"Dit wrak betreft mogelijks de O.26 Marie Martha, dit is echter nog niet bewezen. De info gevonden onder ""geschiedenis"" is deze van de O.26. 

Toen de O.26 's avonds stopte met sprotvissen, en het net werd opgehaald, bleef één van de lepels aan aan de voorsteven haperen. Door het slingeren van het schip nam het anker een grote zwaai, en verbrijzelde een rompplank. Bij iedere slingering schepte O.26 een hoeveelheid water naar binnen. De nabijzijnde O.30 probeerde het schip nog naar het strand te slepen, maar de situatie bleek hopeloos. De bemanning kon overspringen naar O.30, en het schip verging.";;;Neen;Neen;Hout;8.4;;-0.4;140.8;16/02/2024;15.5;;8.4;8.1;7.2;1996 / 24 - 159;;;;;;O.26 MARIE MARTHA;België;nvt;Henri Verschelde;;;;;6,9 Obstn;Verzand, geen zichtbare resten;Neen;10/02/1928;Vissersboot;;;;
;;;;;BE-121-314-01;;4.3;28/02/1994;516420.0;5690012.0;Wrak;;;;;;;Neen;Neen;;4.7;;0.6;11.9;25/03/2022;20.1;"516420; 5690014";5.2;5.8;5.1;1996 / 17-129;;;;;;onbekend;;;;;;;;4,2 Wk_;;;;;;;;
;;3.0;;;BE-125-306-01;1915.0;6.3;28/02/1994;507135.0;5696977.0;Wrak;;;183.0;"De UC-4 was één van de kleinere schepen van de Duitse marine, met de minste bewapening. Hierdoor werd het vaak ingezet voor mijnenlegoperaties.
De mijnen van UC-4 zonken 28 schepen. 
Na de 73e missie moest het vaartuig in juli 1918 uit het water gehaald worden voor een grondige revisie. De werken konden echter niet beëidigd worden voor de Dutise troepen de Vlaamse havens moesten verlaten waarop de UC-4 (samen met de UB-59) met opzet tot zinken werd gebracht. ";34.0;3.2;Ja;Neen;Staal;7.5;;0.7;338.8;28/03/2022;37.9;"507134; 5696979";7.5;8.2;4.8;1997 / 05-069;;;;;;unterseeboot UC-4;Duitsland;nvt;Keizerlijke marine;Cultureel erfgoed onder beschermingsmaatregelen;"Het wrak van UC-4 ligt op zijn bakboordzijde. 
Het voorschip vertoont beschadigingen van een aanvaring, met naar binnen geduwde rompplaten. ";;AG Vulcan, Hamburg, DE;6,3 Wk_;Intact, deels verzand;WO I;02/10/1918;Duikboot;;;;
